DISTRITO,TECNOLOGÍA,RANGO_VELOC_BAJADA,EMPRESA
SAN JUAN DE LURIGANCHO,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN LUIS,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MARTIN DE PORRES,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN MIGUEL,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ANITA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA MARIA DEL MAR,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTA ROSA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SANTIAGO DE SURCO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
